date,adjclose
2024-08-26,76.51834106445312
2024-08-27,76.56456756591797
2024-08-28,76.55532836914062
2024-08-29,76.54606628417969
2024-08-30,76.54606628417969
2024-09-03,76.6277084350586
2024-09-04,76.79468536376953
2024-09-05,76.82254028320312
2024-09-06,76.96168518066406
2024-09-09,76.9709701538086
2024-09-10,77.082275390625
2024-09-11,77.01734161376953
2024-09-12,77.02660369873047
2024-09-13,77.1379623413086
2024-09-16,77.184326171875
2024-09-17,77.12865447998047
2024-09-18,77.100830078125
2024-09-19,77.16578674316406
2024-09-20,77.19361114501953
2024-09-23,77.19361114501953
2024-09-24,77.26783752441406
2024-09-25,77.202880859375
2024-09-26,77.12865447998047
2024-09-27,77.24925994873047
2024-09-30,77.1379623413086
2024-10-01,77.18728637695312
2024-10-02,77.16866302490234
2024-10-03,77.06629180908203
2024-10-04,76.8056640625
2024-10-07,76.70329284667969
2024-10-08,76.76846313476562
2024-10-09,76.6939697265625
2024-10-10,76.7591323852539
2024-10-11,76.82426452636719
2024-10-14,76.78705596923828
2024-10-15,76.82426452636719
2024-10-16,76.87081146240234
2024-10-17,76.8056640625
2024-10-18,76.87081146240234
2024-10-21,76.7591323852539
2024-10-22,76.74983215332031
2024-10-23,76.70329284667969
2024-10-24,76.74049377441406
2024-10-25,76.71258544921875
2024-10-28,76.67535400390625
2024-10-29,76.70329284667969
2024-10-30,76.63812255859375
2024-10-31,76.6567611694336
2024-11-01,76.63153839111328
2024-11-04,76.68757629394531
2024-11-05,76.66887664794922
2024-11-06,76.57550811767578
2024-11-07,76.70624542236328
2024-11-08,76.65019989013672
2024-11-11,76.59416198730469
2024-11-12,76.5194320678711
2024-11-13,76.63153839111328
2024-11-14,76.5194320678711
2024-11-15,76.60350799560547
2024-11-18,76.65953826904297
2024-11-19,76.65953826904297
2024-11-20,76.62218475341797
2024-11-21,76.60350799560547
2024-11-22,76.59416198730469
2024-11-25,76.74361419677734
2024-11-26,76.74361419677734
2024-11-27,76.7903060913086
2024-11-29,76.88370513916016
2024-12-02,76.8790054321289
2024-12-03,76.88837432861328
2024-12-04,76.97270965576172
2024-12-05,76.97270965576172
2024-12-06,77.04766082763672
2024-12-09,77.0195541381836
2024-12-10,77.01019287109375
2024-12-11,76.99144744873047
2024-12-12,76.95396423339844
2024-12-13,76.9164810180664
