date,adjclose
2024-08-26,101.98825073242188
2024-08-27,101.90633392333984
2024-08-28,101.69694519042969
2024-08-29,101.52397155761719
2024-08-30,101.24176025390625
2024-09-03,101.5478515625
2024-09-04,102.17828369140625
2024-09-05,102.6808090209961
2024-09-06,102.6351547241211
2024-09-09,102.86355590820312
2024-09-10,103.14682006835938
2024-09-11,103.19251251220703
2024-09-12,103.11940002441406
2024-09-13,103.43920135498047
2024-09-16,103.8960189819336
2024-09-17,103.90516662597656
2024-09-18,103.47572326660156
2024-09-19,103.56710815429688
2024-09-20,103.65845489501953
2024-09-23,103.51226806640625
2024-09-24,103.6858901977539
2024-09-25,103.07369995117188
2024-09-26,103.07369995117188
2024-09-27,103.48489379882812
2024-09-30,103.22903442382812
2024-10-01,103.72515869140625
2024-10-02,103.49588775634766
2024-10-03,102.82644653320312
2024-10-04,102.2670669555664
2024-10-07,101.7443618774414
2024-10-08,101.94611358642578
2024-10-09,101.7443618774414
2024-10-10,101.63433837890625
2024-10-11,101.61598205566406
2024-10-14,101.62516021728516
2024-10-15,102.12034606933594
2024-10-16,102.4413070678711
2024-10-17,101.68016815185547
2024-10-18,101.56095123291016
2024-10-21,100.52471160888672
2024-10-22,100.51554870605469
2024-10-23,100.1762466430664
2024-10-24,100.47887420654297
2024-10-25,100.24041748046875
2024-10-28,100.15790557861328
2024-10-29,100.27710723876953
2024-10-30,100.14872741699219
2024-10-31,99.94698333740234
2024-11-01,99.3994140625
2024-11-04,100.1356430053711
2024-11-05,100.61418151855469
2024-11-06,99.5650634765625
2024-11-07,100.74302673339844
2024-11-08,101.09275817871094
2024-11-11,100.89948272705078
2024-11-12,99.9884262084961
2024-11-13,99.611083984375
2024-11-14,99.5834732055664
2024-11-15,99.62947845458984
2024-11-18,99.81355285644531
2024-11-19,100.02520751953125
2024-11-20,99.78593444824219
2024-11-21,99.66629791259766
2024-11-22,99.75834655761719
2024-11-25,101.00072479248047
2024-11-26,100.74302673339844
2024-11-27,101.11113739013672
2024-11-29,101.7369155883789
2024-12-02,101.89667510986328
2024-12-03,101.53653717041016
2024-12-04,102.02597045898438
2024-12-05,101.99825286865234
2024-12-06,102.2291488647461
2024-12-09,101.97057342529297
2024-12-10,101.81358337402344
2024-12-11,101.53653717041016
2024-12-12,100.96397399902344
2024-12-13,100.40065002441406
2024-12-16,100.5299301147461
2024-12-17,100.53917694091797
2024-12-18,99.29270935058594
2024-12-19,98.75517272949219
2024-12-20,99.14442443847656
2024-12-23,98.85712432861328
2024-12-24,99.16294860839844
2024-12-26,99.25562286376953
2024-12-27,98.83859252929688
2024-12-30,99.26490020751953
