date,adjclose
2024-08-26,77.70636749267578
2024-08-27,77.89493560791016
2024-08-28,77.56495666503906
2024-08-29,77.17841339111328
2024-08-30,77.79122161865234
2024-09-03,78.33806610107422
2024-09-04,78.70575714111328
2024-09-05,78.40406036376953
2024-09-06,78.24378204345703
2024-09-09,78.84717559814453
2024-09-10,78.82831573486328
2024-09-11,78.09292602539062
2024-09-12,78.57376098632812
2024-09-13,79.1300277709961
2024-09-16,79.44115447998047
2024-09-17,78.6868896484375
2024-09-18,78.38520812988281
2024-09-19,77.92323303222656
2024-09-20,78.30034637451172
2024-09-23,78.75434112548828
2024-09-24,78.56478118896484
2024-09-25,78.3657455444336
2024-09-26,78.54583740234375
2024-09-27,78.68800354003906
2024-09-30,78.6690444946289
2024-10-01,78.4036636352539
2024-10-02,77.74018859863281
2024-10-03,76.96297454833984
2024-10-04,77.21888732910156
2024-10-07,76.45116424560547
2024-10-08,76.83027648925781
2024-10-09,77.29472351074219
2024-10-10,76.95350646972656
2024-10-11,77.38002014160156
2024-10-14,77.69279479980469
2024-10-15,78.18566131591797
2024-10-16,78.1288070678711
2024-10-17,77.7780990600586
2024-10-18,77.94869995117188
2024-10-21,77.29472351074219
2024-10-22,77.73070526123047
2024-10-23,77.57904815673828
2024-10-24,77.47479248046875
2024-10-25,76.83027648925781
2024-10-28,76.97245025634766
2024-10-29,76.21420288085938
2024-10-30,76.09098815917969
2024-10-31,75.93933868408203
2024-11-01,75.96775817871094
2024-11-04,76.17628479003906
2024-11-05,76.65967559814453
2024-11-06,75.40853881835938
2024-11-07,75.68341827392578
2024-11-08,76.6028060913086
2024-11-11,76.33740997314453
2024-11-12,76.4227066040039
2024-11-13,76.65019989013672
2024-11-14,76.46063232421875
2024-11-15,75.78768157958984
2024-11-18,76.31845092773438
2024-11-19,76.4227066040039
2024-11-20,76.03410339355469
2024-11-21,76.85871124267578
2024-11-22,77.569580078125
2024-11-25,77.99610137939453
2024-11-26,78.31835174560547
2024-11-27,78.47949981689453
2024-11-29,78.87757110595703
2024-12-02,78.78279876708984
2024-12-03,78.37523651123047
2024-12-04,78.1572265625
2024-12-05,78.47000885009766
2024-12-06,78.08140563964844
2024-12-09,77.95818328857422
2024-12-10,78.32784271240234
2024-12-11,77.73070526123047
2024-12-12,77.95818328857422
2024-12-13,77.7591323852539
2024-12-16,77.3515853881836
2024-12-17,77.21888732910156
2024-12-18,76.0436019897461
2024-12-19,75.50334167480469
2024-12-20,75.76872253417969
2024-12-23,75.36952209472656
2024-12-24,75.86612701416016
2024-12-26,76.1048812866211
2024-12-27,75.73242950439453
2024-12-30,74.84427642822266
2024-12-31,75.07347106933594
2025-01-02,74.84427642822266
2025-01-03,74.80607604980469
2025-01-06,74.02296447753906
2025-01-07,73.76510620117188
2025-01-08,73.8988037109375
2025-01-10,72.90559387207031
2025-01-13,73.02974700927734
2025-01-14,73.0488510131836
2025-01-15,72.80055236816406
2025-01-16,73.34489440917969
2025-01-17,73.76510620117188
2025-01-21,74.1089096069336
2025-01-22,73.74600982666016
2025-01-23,74.01341247558594
2025-01-24,74.39542388916016
2025-01-27,76.41048431396484
2025-01-28,75.21672821044922
2025-01-29,75.3981704711914
2025-01-30,76.14308166503906
2025-01-31,75.42682647705078
2025-02-03,75.72288513183594
2025-02-04,75.08301544189453
2025-02-05,75.55098724365234
2025-02-06,75.894775390625
2025-02-07,75.7801742553711
2025-02-10,76.24813079833984
2025-02-11,76.9834976196289
2025-02-12,76.92620086669922
2025-02-13,77.75704956054688
2025-02-14,76.9834976196289
2025-02-18,77.26045227050781
2025-02-19,77.88121032714844
2025-02-20,77.57560729980469
2025-02-21,78.48285675048828
2025-02-24,78.72161865234375
2025-02-25,79.83897399902344
2025-02-26,78.31096649169922
2025-02-27,78.30140686035156
2025-02-28,79.34236907958984
2025-03-03,79.7625732421875
2025-03-04,78.40645599365234
2025-03-05,78.73116302490234
2025-03-06,78.87442016601562
2025-03-07,79.13227081298828
2025-03-10,78.96037292480469
2025-03-11,77.8048095703125
2025-03-12,76.11443328857422
2025-03-13,75.7610855102539
2025-03-14,75.9329833984375
2025-03-17,77.0407943725586
2025-03-18,76.16217803955078
2025-03-19,76.16217803955078
2025-03-20,75.78972625732422
2025-03-21,75.7610855102539
2025-03-24,76.2295913696289
2025-03-25,75.53834533691406
2025-03-26,76.70963287353516
2025-03-27,77.58330535888672
2025-03-28,77.19927215576172
2025-03-31,78.4089584350586
2025-04-01,78.524169921875
2025-04-02,78.29373931884766
2025-04-03,78.7449722290039
2025-04-04,75.32713317871094
2025-04-07,74.4534683227539
2025-04-08,73.30138397216797
2025-04-09,76.14318084716797
2025-04-10,76.18159484863281
2025-04-11,77.14165496826172
2025-04-14,78.45696258544922
2025-04-15,77.79450225830078
2025-04-16,76.9592514038086
2025-04-17,78.60096740722656
2025-04-21,77.85210418701172
2025-04-22,78.95619201660156
2025-04-23,78.50495910644531
2025-04-24,77.81370544433594
2025-04-25,77.61209106445312
2025-04-28,77.35287475585938
2025-04-29,77.99612426757812
2025-04-30,78.56256866455078
2025-05-01,77.88091278076172
2025-05-02,78.30333709716797
2025-05-05,78.23614501953125
2025-05-06,78.10172271728516
2025-05-07,78.22653198242188
2025-05-08,78.13052368164062
2025-05-09,77.6792984008789
2025-05-12,77.79450225830078
2025-05-13,76.74803924560547
2025-05-14,76.33521270751953
2025-05-15,77.9001235961914
2025-05-16,78.79296875
2025-05-19,79.02339172363281
2025-05-20,79.30181121826172
2025-05-21,78.38014221191406
2025-05-22,78.0537338256836
2025-05-23,78.34174346923828
2025-05-27,79.05220031738281
2025-05-28,78.51455688476562
2025-05-29,78.83138275146484
2025-05-30,79.52263641357422
2025-06-02,79.57064056396484
2025-06-03,79.49384307861328
2025-06-04,78.93699645996094
2025-06-05,78.17854309082031
2025-06-06,78.42816925048828
2025-06-09,78.32254791259766
2025-06-10,78.49536895751953
2025-06-11,78.22653198242188
2025-06-12,78.6873779296875
2025-06-13,77.727294921875
2025-06-16,77.97692108154297
2025-06-17,77.3144760131836
2025-06-18,77.21846008300781
2025-06-20,77.78489685058594
2025-06-23,78.68582916259766
2025-06-24,78.61817169189453
2025-06-25,77.56451416015625
2025-06-26,77.49684143066406
2025-06-27,77.86416625976562
2025-06-30,78.27017211914062
2025-07-01,79.24649047851562
2025-07-02,79.4784927368164
2025-07-03,79.4398193359375
2025-07-07,79.37215423583984
2025-07-08,78.63748931884766
2025-07-09,78.12516784667969
2025-07-10,78.4054946899414
2025-07-11,78.11550903320312
2025-07-14,78.18315887451172
2025-07-15,77.40017700195312
2025-07-16,77.67082977294922
2025-07-17,78.4054946899414
2025-07-18,78.19283294677734
2025-07-21,78.18315887451172
2025-07-22,78.89849090576172
2025-07-23,78.92749786376953
2025-07-24,78.64716339111328
2025-07-25,78.7824935913086
2025-07-28,77.97051239013672
2025-07-29,78.48283386230469
2025-07-30,77.78683471679688
2025-07-31,77.11984252929688
2025-08-01,77.4871826171875
2025-08-04,77.86416625976562
2025-08-05,77.78683471679688
2025-08-06,78.89849090576172
2025-08-07,79.49781036376953
2025-08-08,79.72981262207031
2025-08-11,79.66215515136719
2025-08-12,79.87480926513672
2025-08-13,79.87480926513672
2025-08-14,79.15949249267578
2025-08-15,79.28515625
2025-08-18,79.17881774902344
2025-08-19,79.99081420898438
2025-08-20,80.44514465332031
2025-08-21,79.72015380859375
2025-08-22,79.72015380859375
2025-08-25,78.35716247558594
2025-08-26,77.84483337402344
2025-08-27,78.07683563232422
2025-08-28,77.5838394165039
2025-08-29,78.08650207519531
2025-09-02,77.9608383178711
2025-09-03,77.90283203125
2025-09-04,77.95117950439453
2025-09-05,78.17350006103516
2025-09-08,77.88350677490234
2025-09-09,78.03817749023438
2025-09-10,77.2745132446289
2025-09-11,77.90283203125
2025-09-12,77.64183807373047
2025-09-15,76.75251770019531
2025-09-16,77.10051727294922
2025-09-17,77.56451416015625
2025-09-18,76.88784790039062
2025-09-19,76.73318481445312
2025-09-22,75.8776626586914
2025-09-23,76.25724029541016
2025-09-24,76.4227066040039
2025-09-25,75.69273376464844
2025-09-26,75.8776626586914
2025-09-29,76.02365112304688
2025-09-30,76.2767105102539
2025-10-01,76.15991973876953
2025-10-02,75.85820007324219
2025-10-03,75.94578552246094
2025-10-06,75.39102172851562
